@RELATION emotions
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BH_HighLowRatio numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@data
0.05991,?,0.090869,-76.494154,4.812349,?,1.615849,1.311632,0.872794,0.457355,0.830105,0.670134,0.483328,0.974585,0.217445,0.563472,0.05953,0.191128,0.044049,?,?,1.090685,1.167085,0.863866,0.730021,0.635146,0.594487,0.54465,?,0.591555,0.473003,0.500409,0.026979,0.068862,?,3.835589,0.776297,?,0.818568,0.56738,0.498146,0.303377,0.342319,0.231403,?,?,0.197784,0.22552,?,?,0.028552,3.760212,?,0.25519,0.305966,0.172509,?,?,0.131828,0.094012,?,?,0.100862,0.071485,0.007328,56,0.006059,?,3,0.023913,0.017219,0.317253,?,?,1,0,0,?
0.039944,0.100391,0.080172,?,5.281383,?,1.048797,0.575194,1.007542,?,?,?,0.57912,0.390122,?,0.539952,0.022851,?,0.028326,?,0.90681,0.668668,0.601563,?,?,0.470485,0.47381,?,0.455619,0.47381,0.470706,0.464594,?,0.043372,0.006929,?,0.827439,0.531698,0.416241,?,?,0.363705,0.329682,0.317198,0.295246,0.356577,0.320122,0.317472,0.027405,0.077434,0.030408,4.2934,?,?,0.159464,0.110643,?,?,0.111695,0.084177,0.110004,?,0.10856,0.151429,0.099581,54,0.433529,?,?,0.115521,?,0.751327,0,?,?,0,1,0
0.069627,?,?,-69.777855,2.431608,2.227688,?,1.668636,?,?,0.761158,0.697237,0.327135,?,?,?,0.08688,0.385027,0.047281,5.737308,1.292309,0.981785,0.615919,0.499868,?,?,0.411309,?,0.533912,0.445987,?,0.440333,0.021509,0.065533,0.007576,2.212176,0.616472,0.303215,0.125928,0.184656,0.160975,?,0.093686,0.085424,0.092627,?,0.186733,0.102701,?,0.033807,0.02838,3.484318,?,0.115078,0.068124,0.078789,0.057361,0.046429,?,?,0.051165,0.04333,0.047258,?,0.45593,?,0.509546,140,2,0.589135,?,1.362673,1,0,?,?,?,?
0.03576,0.053166,0.07711,-78.220551,?,?,2.797134,?,?,0.961423,0.230541,?,0.04972,0.735238,0.407027,?,?,0.04447,0.032362,4.325382,?,0.688628,0.763893,0.684799,?,0.538939,0.688274,?,0.474045,?,0.44641,?,0.019265,?,?,6.03643,?,0.334743,0.536359,?,?,0.410817,0.888374,0.392101,?,0.422443,0.257403,0.448305,0.032235,0.080536,0.029703,4.380911,?,0.247166,?,0.348109,0.195876,0.154249,0.304417,0.131729,0.150041,0.143348,0.111791,?,0.071889,66,0.338557,?,2,0.393257,?,0.985315,?,0,?,1,?,0
0.08427,0.274823,0.084308,-64.293047,2.865279,1.166648,1.193951,?,0.570706,0.858657,0.497248,?,0.445976,?,?,0.264351,?,0.228996,0.033855,3.997702,1.168398,?,0.723853,0.541512,?,?,0.502241,?,0.461504,0.45242,0.448712,0.461599,0.031084,0.096656,0.007557,1.996233,0.583859,0.296009,?,0.297609,0.185623,?,0.262894,0.182508,0.240384,0.210611,?,?,?,0.063217,0.030114,?,0.372649,0.137378,0.285165,0.100788,0.127414,0.090695,?,0.081089,0.106726,0.093109,0.109665,0.113661,0.094741,?,0,?,2,0.136334,0.248779,0.565901,1,0,0,0,?,?
0.104404,?,?,-62.786883,4.305875,-1.198529,2.072365,?,?,?,?,0.026771,?,0.303027,0.739585,0.636705,0.05524,0.133288,0.038641,3.43396,1.529543,1.071271,0.924316,0.696627,0.737711,0.560595,0.51841,0.481666,0.487796,0.492629,0.48536,0.418484,0.036971,0.075268,0.009213,2.198298,0.671316,0.678246,0.521466,0.306094,0.243021,0.358344,0.294535,0.328987,?,?,?,0.424039,0.035909,0.067011,?,3.756012,?,0.190516,0.243499,0.16217,0.140619,0.090668,?,?,0.116918,0.084891,0.076295,0.084913,0.870779,75,?,150,?,?,?,2.465585,?,?,?,?,1,?
?,0.060197,0.081211,-81.894897,?,?,0.336836,?,?,0.585552,?,0.092595,0.086086,?,0.306319,0.388262,0.010374,0.021685,0.035211,3.907506,1.248931,0.742076,0.740741,?,?,0.486753,?,0.453529,?,0.458025,0.385445,0.406152,0.015276,0.035689,0.008495,5.34571,1.258801,1.188917,0.683182,0.317539,0.488429,0.454016,0.368436,0.260392,?,?,0.304645,0.309389,0.026988,?,?,4.643051,0.673832,0.291752,?,?,0.129785,0.143375,0.10323,0.099938,0.163853,0.127115,0.098356,?,?,57,?,?,2,0.481695,?,0.519728,0,0,1,?,?,0
0.070148,0.148414,0.0775,?,?,0.9234,?,0.637187,?,0.534591,?,0.663838,0.261262,?,0.417569,0.279148,?,0.081378,0.028853,3.365384,1.01863,0.724864,?,?,0.442307,0.455644,0.455348,0.469725,?,0.468469,?,?,0.030177,0.076214,0.008508,5.140597,1.111203,?,0.324929,?,0.265602,0.236741,?,?,?,0.371569,0.438742,0.462563,?,?,0.030334,?,0.711641,?,0.120374,0.101604,0.057367,?,0.089644,?,0.118792,0.147776,0.191931,0.200506,0.020611,80,0.043124,160,?,0.08915,0.19481,0.349313,0,1,1,?,0,0
?,0.278666,0.079672,?,3.17259,?,1.697949,0.108555,?,?,?,0.501175,0.673411,0.379427,0.396114,0.367992,0.034577,?,?,?,0.795211,?,0.771788,?,?,?,?,0.475347,0.456251,0.3914,0.418385,0.436952,0.018872,0.047097,0.007149,1.380217,?,?,0.439705,0.26747,?,0.178802,0.17468,0.200155,0.217021,0.155978,0.159212,0.181617,?,?,?,4.65698,?,?,0.188521,0.129723,0.091684,0.084562,0.079337,?,0.072754,0.067398,0.069985,0.064023,?,90,0.168984,180,?,0.332409,0.309501,1.206182,?,0,?,?,0,?
0.084604,0.173294,0.08632,-81.264914,5.743639,?,2.502422,?,?,-0.236984,-0.003993,0.552655,-0.036574,?,?,0.473819,?,?,0.031147,4.149243,?,0.742977,?,0.680851,0.712082,0.650472,0.647008,?,?,0.852488,?,0.670135,0.021662,0.0477,0.007462,?,0.734175,0.488918,0.656284,0.53967,0.58316,0.678024,0.823122,0.631209,0.724957,?,0.700152,?,0.02512,0.06466,?,5.223983,0.420268,0.221757,0.287273,0.148463,0.235532,?,0.205853,0.219101,?,0.300602,0.239641,?,0.091743,55,0,165,3,0.265068,0.057259,0.363764,0,1,?,0,0,0
?,0.049706,0.078401,-75.410058,8.229509,1.316648,2.633249,0.938247,?,0.106381,0.932775,0.74178,0.69151,?,?,0.372347,0.014533,0.03276,?,4.022102,1.002532,0.75136,?,0.652649,0.599824,0.599342,?,?,0.601814,0.56539,0.45802,0.454876,0.017993,?,0.007771,?,?,0.683778,1.243751,?,0.36329,?,0.444085,?,?,?,0.354111,0.35361,0.027899,0.059497,0.029602,?,0.50675,0.272045,0.439025,?,?,?,0.161159,0.180764,0.201514,?,0.098067,0.113247,0.029852,?,?,174,2,0.301742,0.179884,0.631605,0,0,0,1,1,0
0.059919,?,0.07664,-77.266818,?,-0.030022,2.223638,0.065784,?,0.242151,?,0.341701,0.303193,0.441026,?,0.293122,0.019113,0.053892,?,2.81279,0.79582,0.564115,0.502588,0.490481,0.489211,0.449058,0.487988,0.454244,0.476622,0.466401,?,0.427215,0.016013,0.034913,0.007725,7.103483,?,?,0.569267,0.266799,?,?,?,0.316223,?,?,0.340251,?,0.026149,0.051078,0.030214,?,?,?,0.117073,0.098302,0.090267,0.064803,?,0.107562,0.090923,0.1032,0.084048,0.081654,0.072627,?,0.14927,118,?,0.295393,?,0.851819,?,1,0,0,0,0
0.107076,0.227955,0.085003,-59.154202,?,-0.182565,1.27299,0.052169,0.288306,0.570096,0.54849,0.436078,0.548802,0.50135,?,0.396381,?,0.155394,?,4.645505,1.443971,1.279341,1.220154,0.694822,0.684051,0.598953,?,0.540589,?,0.492449,0.478762,0.479516,?,0.044625,0.007444,2.834935,0.787923,0.465541,0.828057,0.211014,0.409095,0.218915,?,0.220936,0.168212,?,0.182069,0.234413,0.026249,?,0.029948,4.306952,?,0.324189,0.400785,0.187662,?,0.153295,0.126954,0.107105,0.088458,0.068102,0.069507,0.088581,0.15834,64,0.117994,128,?,0.663232,?,?,0,?,0,?,0,?
0.053096,0.119084,?,-65.967824,4.17527,1.173107,2.439749,0.493123,?,?,1.12279,0.204401,?,0.390734,0.348988,0.519366,0.026637,0.103753,0.03365,2.45922,?,?,0.885672,?,0.504486,0.513982,?,?,?,0.382194,0.405998,0.397907,0.015997,0.040444,?,2.280175,0.310205,?,0.500966,0.240331,0.178558,0.169269,0.245338,0.154678,?,?,0.128787,?,0.024975,0.056194,0.029765,3.645432,?,0.145131,0.175013,0.125211,?,0.077666,0.078045,0.071953,?,0.04704,0.061912,0.054474,0.139337,66,?,132,2,0.435863,0.276404,?,1,?,?,?,0,?
0.063155,0.134424,?,?,4.508711,1.370737,?,?,0.811956,?,0.696931,?,0.618635,0.294942,?,0.757746,?,0.142645,0.037546,5.59461,1.622984,1.060701,1.032878,0.829424,0.792718,?,0.64887,0.670714,0.559498,0.513516,0.487508,?,0.02011,0.052302,?,?,0.820435,?,?,0.370745,0.553614,?,0.23295,0.280755,0.273286,0.218616,0.240275,?,0.032804,0.055494,?,3.654286,?,0.262812,0.190345,?,0.162674,0.11543,0.12829,0.165661,0.094398,0.093582,?,0.070242,0.123907,?,0.004589,156,?,0.374468,?,0.77051,?,?,0,0,1,1
0.087632,0.210806,0.078413,-66.630591,3.156732,1.267205,?,?,0.916538,0.382679,?,0.280528,?,0.279889,0.240684,?,?,0.117651,0.029319,?,1.072038,0.696151,0.500658,0.440038,0.442977,?,0.476633,0.45961,?,0.446132,0.532591,?,?,0.069261,?,2.827297,?,0.374316,?,?,0.162456,0.258158,0.200672,?,?,0.212693,0.370725,?,?,0.044049,0.030122,?,?,0.109984,0.148001,?,0.084769,?,0.074685,0.06663,0.155042,0.082476,0.170694,?,0.132441,113,0,226,2,0.213493,0.360674,0.591037,0,?,0,?,?,0
?,?,0.083963,?,?,?,?,0.67345,?,?,0.144664,0.488885,0.204572,0.808021,-0.065423,0.70725,?,0.036407,0.031444,?,1.388156,?,0.727752,?,0.587765,0.564391,0.597607,0.514673,?,?,?,0.504151,0.017155,?,0.007254,4.303108,?,0.663372,0.486131,0.540002,?,0.541147,0.51836,?,0.385067,0.366962,0.450376,0.344338,0.02849,?,?,4.327115,0.53163,?,0.14952,0.130686,0.130562,?,0.142867,0.128175,0.134565,0.136316,0.13523,0.102438,0.018632,91,?,182,2,?,0.113876,?,?,?,?,?,1,0
?,?,0.086484,-71.867035,4.549059,?,1.609154,0.175817,?,?,0.282549,0.319185,0.561457,?,?,?,0.032938,0.103259,0.034471,3.959096,1.305362,?,0.577513,0.537854,0.464438,0.465953,?,?,0.533437,0.62005,?,0.621967,0.024361,?,?,2.813463,0.85359,?,0.29256,0.218581,0.277212,?,?,?,0.245246,?,?,?,0.025118,0.066721,0.02944,?,?,0.147818,0.112536,0.100905,?,0.069177,0.09868,?,?,0.116847,0.174171,0.14175,?,73,0.364446,146,2,0.522097,0.347197,?,0,1,1,0,?,0
0.032907,?,0.082198,-78.054948,9.704481,1.077619,?,?,?,0.773446,?,0.269293,?,0.057844,?,0.006105,0.015408,?,0.035129,4.139481,1.651421,1.198723,?,0.587303,0.494823,?,0.433308,0.467485,0.494444,0.476383,0.479706,?,0.015041,?,0.008331,3.207764,?,0.461699,0.399186,0.426782,?,0.317256,0.233194,0.205392,0.227443,0.309101,0.268002,0.250772,0.027573,0.058409,0.02937,4.149891,0.588096,?,?,0.172486,0.143029,?,0.082018,0.089094,?,?,0.113864,0.18379,0.080201,106,?,212,?,0.159637,0.366931,?,0,?,?,1,1,0
0.073481,0.155938,?,?,5.664441,0.000421,?,?,?,?,?,0.550169,0.570226,?,0.217729,0.338813,0.038234,?,0.031632,3.841503,1.048241,0.751943,0.685459,0.628709,?,?,0.595549,0.52532,?,0.493851,?,0.487624,0.029932,0.079274,0.01115,6.898587,1.45062,1.058806,0.4423,0.525365,?,0.506337,0.394225,0.404323,?,0.460988,0.452897,0.388427,0.041994,0.104586,0.030063,?,0.703617,0.304384,0.276463,?,0.118754,0.147618,0.161709,0.131303,0.115415,0.103782,0.124821,0.107929,0.212537,90,?,180,2,0.368671,0.377921,?,?,?,0,0,?,1
0.062103,?,0.091929,-70.642441,3.422265,2.014796,1.56705,0.588996,0.594317,0.332546,0.412399,0.683102,?,0.323004,0.571907,0.287549,0.05241,0.292379,0.035592,6.28346,?,1.216614,?,0.993623,0.71811,0.719259,0.669284,?,0.571927,?,?,0.512404,?,0.066071,?,3.160356,?,?,0.575174,0.518124,?,?,?,0.179855,0.210018,0.183133,?,0.191994,0.02461,?,0.029256,4.281282,0.348421,0.224959,0.293174,?,0.147365,0.13898,0.117818,0.105655,0.096289,0.100889,0.107844,?,0.158283,?,0.200787,?,2,0.172458,?,0.611257,0,0,0,0,?,?
0.037517,0.118366,0.090371,-68.583582,5.126294,0.143759,?,0.8356,0.984557,0.743862,0.610053,0.503879,0.48048,0.455758,?,?,0.027963,0.157625,?,4.888478,1.550803,1.028904,?,?,?,?,?,0.527848,0.448664,0.431243,0.4555,0.429309,?,0.052091,0.008378,?,0.622393,0.437257,?,?,?,0.181943,0.286046,0.244615,0.239998,?,0.149269,0.232593,?,?,0.028549,?,0.278702,?,0.145129,?,0.067981,0.102325,?,0.086846,0.081483,?,0.064129,?,0.076118,53,0.189597,159,?,?,0.003416,0.722547,0,1,?,0,0,0
?,0.299215,0.08624,-78.569882,6.509508,0.870876,1.987546,0.919847,?,0.575867,0.379955,0.491013,?,0.837678,?,?,?,0.371753,0.035039,4.506522,1.279291,0.990057,0.966991,?,0.597402,0.571948,?,0.531827,?,0.462173,0.455489,0.460322,0.014305,0.155633,0.007328,3.285989,0.963147,?,0.650219,0.40081,?,?,0.299782,0.327152,?,0.253938,?,?,?,0.09555,?,4.169489,0.371237,0.23577,0.285212,?,0.1286,0.148486,0.115209,0.086651,0.07881,0.096759,0.084475,0.075875,?,?,?,146,2,?,0.007573,0.289531,0,?,1,1,1,0
0.045979,0.285937,0.088668,-73.201192,4.868248,1.720746,1.374652,?,?,?,0.503934,0.471091,?,0.636697,0.178844,0.617082,0.047664,0.296445,0.039995,6.754172,1.454607,?,?,0.862672,0.641188,0.67626,?,?,?,0.473305,0.539653,?,0.019379,0.190464,0.010118,3.058771,0.85667,0.575421,?,0.635973,?,0.300588,0.294737,?,?,0.33385,0.335535,0.247499,0.034503,?,0.029051,4.172326,?,0.272869,0.313035,0.194761,0.156645,?,0.108754,0.169287,0.090401,0.097433,?,0.07988,0.071373,?,0.202879,204,?,0.213425,?,0.929706,0,1,1,0,?,0
?,0.077361,0.080267,-75.800125,5.86277,1.448652,?,0.719823,0.902368,0.523816,?,0.364196,?,0.263598,0.259128,0.197772,?,0.086383,?,4.390548,1.271734,0.734389,?,0.549968,?,0.480762,0.476438,0.487894,?,?,?,0.502004,0.015064,0.053404,?,4.179857,0.748053,0.87019,0.733532,0.333209,0.303399,0.258908,0.298411,0.252676,0.289306,0.237588,0.289885,0.267857,0.027681,?,0.02992,?,?,0.193118,?,0.164463,?,?,?,0.167768,0.160966,0.146154,0.115557,0.263309,?,84,0.064329,168,2,0.191585,0.049277,?,0,0,1,0,0,0
0.078887,?,0.077084,?,5.901502,-0.323313,1.774201,?,0.587915,-0.002715,0.004809,0.651234,0.334399,?,0.253941,?,0.022446,0.057537,?,2.688676,0.763464,0.534405,0.522676,0.503751,0.49946,?,?,0.537517,0.498829,0.53506,0.491548,0.450231,0.018914,?,0.006989,7.551938,1.378671,0.522729,0.721374,0.507932,0.236931,0.320142,0.468306,0.500381,0.37635,0.528628,0.313933,?,0.023777,?,?,4.198909,?,0.089837,?,0.095898,0.093589,0.095009,0.105382,0.147236,?,0.134387,0.114716,0.090791,?,?,0.390948,122,2,?,0.664395,1.32718,?,?,1,0,0,?
0.03718,0.089499,0.083049,-64.452349,?,-0.806444,?,0.820929,?,0.153967,0.567113,?,0.700729,0.389732,0.427953,?,?,0.064468,0.036681,3.540226,1.425209,0.826614,0.667379,0.547352,0.470979,?,?,0.429482,0.416483,0.442127,0.398973,0.38835,0.016424,0.034805,0.006629,1.289465,0.595637,0.368613,0.373814,0.238104,0.164319,0.272788,0.227619,?,0.276641,0.259601,0.249872,?,?,?,?,4.327807,0.205667,0.168791,0.123778,?,?,?,0.07139,0.083984,0.066876,0.077713,?,0.049929,0.017812,66,0.047189,?,2,0.086613,?,0.232423,0,0,0,0,1,0
0.092088,?,0.083942,-61.092941,?,?,1.776691,?,?,?,?,?,0.701222,0.697319,0.361628,?,0.052383,?,?,3.305682,?,0.732775,0.685911,0.642497,0.578522,0.597172,?,0.478736,0.479159,0.423243,0.42732,?,0.030044,0.087453,0.008533,2.343155,0.636094,0.278207,0.380408,?,0.307682,0.23406,?,?,0.238734,0.111718,0.173128,?,?,0.042039,?,?,0.362494,?,0.160183,?,0.100372,0.112756,0.092248,?,0.075802,0.075828,0.074376,?,0.203307,?,0.015806,200,2,?,?,?,1,1,0,?,?,?
0.097286,0.340926,0.093533,-71.890967,2.688474,1.383155,0.121321,1.120003,0.856267,0.775222,0.629768,0.491051,0.561007,?,0.545237,?,?,?,0.041481,6.931029,2.129923,1.902159,?,?,0.545371,0.47443,?,0.422103,0.398704,0.399517,0.364298,0.352491,0.026643,?,0.006109,3.209088,0.478717,0.581794,0.284524,?,0.092712,?,?,?,0.082165,0.062499,?,0.060938,?,0.04114,?,3.275213,?,0.351353,?,0.14015,?,0.060576,0.062041,0.045531,0.055142,0.048743,0.041621,?,0.229207,?,0.281671,136,?,0.338285,0.362791,0.748293,0,?,0,?,0,1
0.114553,0.256011,0.09673,-75.49729,?,?,?,0.450624,?,0.187462,?,0.776772,0.309348,0.1967,0.368656,0.608863,?,0.190507,0.047529,5.442778,?,1.412383,1.071956,0.830256,0.816326,0.675626,?,?,?,?,0.555988,0.518277,0.023001,0.044423,?,3.834436,0.746946,0.76573,0.872718,?,0.54256,?,0.375215,0.387495,?,0.291012,0.348801,0.279731,?,?,0.027974,?,0.314094,0.305527,0.254942,?,0.215681,?,0.172208,0.158881,0.12398,0.106119,0.09396,0.104186,?,68,?,136,2,0.503365,?,?,?,0,?,?,0,?
?,?,0.081095,-80.176056,6.589334,?,?,-0.10914,0.778723,0.309033,?,?,0.122828,0.268191,?,0.524865,0.023879,?,?,3.655042,1.208955,0.661882,0.679388,0.586688,0.64106,?,0.673152,0.691358,0.699591,0.757566,?,?,?,?,?,5.758544,?,?,0.697593,0.458331,?,0.713499,?,0.484176,0.536436,0.573698,0.468518,0.491985,0.024275,0.048207,?,4.184789,?,0.139883,0.176788,0.130379,0.207608,0.202503,0.203834,?,0.166682,0.254056,0.200041,?,?,68,0.040688,?,2,0.194155,0.201067,0.667442,?,0,1,?,0,0
0.064139,0.100309,?,-81.211346,?,-0.588597,1.495697,0.272748,0.560868,0.085347,0.250624,?,0.423669,-0.007911,?,?,0.017086,0.035069,0.029962,3.129281,1.001651,0.612403,?,?,?,0.514959,?,0.57453,?,0.567635,0.547459,0.472131,?,0.047106,0.006984,4.28036,?,0.554599,0.473557,0.332447,?,0.314464,0.562259,0.69905,0.549489,0.562827,0.380226,0.302719,0.024449,0.051714,0.0299,4.873513,0.544697,0.153002,?,0.102969,?,0.101789,0.130568,0.137198,0.174134,0.152275,?,0.090158,0.023192,72,0.034233,144,2,0.110844,0.127198,?,0,0,1,?,0,?
0.057642,0.131036,0.094089,-65.855002,5.80764,0.148118,1.788456,?,?,0.460685,0.917493,?,0.535581,0.175043,0.130285,-0.0792,0.050851,0.139726,0.040935,?,?,1.290464,?,0.807442,0.778687,0.604497,0.579367,0.627569,?,0.515411,0.5483,0.50663,?,0.037074,0.006914,2.409988,0.71948,0.680939,0.566069,?,?,?,0.296188,?,?,0.266416,0.241019,0.282637,0.029219,0.063373,?,4.268947,0.522684,0.291375,0.301099,?,0.168857,?,0.114796,?,?,0.119381,0.089548,?,?,?,0.007414,120,2,0.020735,?,0.118598,0,0,1,?,1,0
0.109927,0.279859,?,?,3.161041,-0.276877,2.096134,0.540796,0.01875,0.973791,0.375539,0.301789,0.364645,0.304973,?,0.166661,0.056531,0.144121,?,3.482047,1.060216,0.939169,0.725296,0.57879,0.535253,0.496394,0.507927,?,?,?,0.426052,0.427202,0.028796,0.064446,0.007698,3.761099,0.708475,0.594303,0.543099,?,?,0.218109,0.173263,?,0.268264,?,0.168597,0.175464,0.024697,0.073934,0.030164,?,?,0.282962,0.230518,0.122919,0.09446,0.079088,0.091388,0.057749,0.065031,?,?,0.06159,0.121118,87,?,174,2,0.397344,0.258302,0.938872,1,?,?,?,0,?
?,?,0.077279,-74.05266,7.338669,-0.021423,2.06461,0.721543,0.392179,0.585037,0.683928,?,?,?,0.233577,0.38051,?,0.071923,?,4.240383,1.429582,?,0.775299,0.694776,?,0.585829,0.507594,?,0.527566,?,0.442028,?,?,?,0.007776,5.07294,1.456193,?,0.533377,0.635903,0.527991,0.388815,?,0.383824,0.356755,0.286624,?,?,?,0.0666,0.030309,3.743307,?,0.326338,0.235844,0.202103,?,?,0.082863,0.143541,0.113041,0.107058,?,?,0.02323,57,0.054395,171,?,0.227791,0.225583,0.612355,0,?,?,1,1,0
0.046871,0.082355,0.080136,-74.505556,6.243191,1.969359,1.712258,?,0.721651,0.243479,0.767751,0.452236,0.980475,0.856422,0.25244,?,0.038071,0.087908,0.033824,3.933974,1.516397,0.758484,?,0.593418,0.570774,0.566244,0.548423,0.589477,?,?,0.507727,0.558378,0.020993,?,0.008479,?,?,0.493162,?,?,0.336518,0.249691,?,0.298379,0.291937,0.234093,?,?,0.043855,0.088485,0.029956,4.153083,0.529609,0.252861,0.166851,0.135971,0.143652,0.150907,0.151291,?,?,0.096656,0.108385,?,?,66,0.226011,132,2,0.433768,0.415159,?,0,0,?,1,1,0
0.071535,0.269694,0.093972,-73.636832,?,2.529541,2.481824,?,?,0.717551,0.498329,?,0.73469,0.371842,0.432315,0.498785,0.067935,0.299929,0.035605,6.482788,1.801535,1.262105,1.146648,1.016965,0.725694,?,0.783381,0.589296,0.532209,?,?,0.470378,0.042299,?,0.007299,?,0.64551,?,0.580546,0.4464,0.218961,?,?,0.181557,0.148912,?,0.143983,?,0.048917,?,?,3.730326,0.568398,0.231075,0.225077,?,0.125476,0.111321,0.154156,0.08494,0.074415,?,0.086912,0.077122,0.059463,?,0.077408,192,2,0.067023,?,1.049752,0,0,0,0,0,1
0.058387,0.117035,0.080476,-81.881555,7.125233,?,2.000198,0.095834,0.931451,0.243246,0.612442,0.245124,0.528939,0.639427,?,?,?,0.057569,0.029285,3.564272,0.863429,?,?,0.546345,0.51683,0.517492,0.53659,0.538489,?,0.557651,?,0.487411,0.021986,?,?,5.131544,1.0863,0.486191,0.402358,?,0.362133,0.329161,?,0.412063,0.470779,?,0.355378,0.325519,0.027044,0.086671,0.029974,?,0.364061,0.164047,0.162022,0.139687,?,0.089923,0.09569,0.142094,?,0.164484,?,?,?,73,?,146,2,0.572717,0.320104,0.918046,?,1,?,0,0,0
